mst_theater_contact_id,mst_idol_id,resource_id,reaction_id,reaction_id2,mst_card_id,room_id,position_id,motion_id
375,18,card_0000_contact,fure_ele_SR0113,fure_ele_SR0113,531,0,,
376,24,card_0000_contact,fure_ann_SR0103,fure_ann_SR0103,534,0,,
377,7,card_0000_contact,fure_ior_SR0113,fure_ior_SR0113,535,0,,
378,14,card_0000_contact,fure_mir_SR0123,fure_mir_SR0123,536,0,,
379,36,card_0000_contact,fure_kan_SR0123,fure_kan_SR0123,537,0,,
380,41,card_0000_contact,fure_fuk_SR0103,fure_fuk_SR0103,540,0,,
381,47,card_0000_contact,fure_sub_SR0103,fure_sub_SR0103,541,0,,
382,15,card_0000_contact,fure_siz_SR0123,fure_siz_SR0123,542,0,,
383,39,card_0000_contact,fure_kon_SR0113,fure_kon_SR0113,545,0,,
384,7,card_0000_contact,fure_ior_SR0123,fure_ior_SR0123,547,0,,
385,16,card_0000_contact,fure_tsu_SR0133,fure_tsu_SR0133,548,0,,
386,30,card_0000_contact,fure_iku_SR0123,fure_iku_SR0123,551,0,,
387,48,card_0000_contact,fure_rei_SR0103,fure_rei_SR0103,552,0,,
388,2,card_0000_contact,fure_chi_SR0113,fure_chi_SR0113,554,0,,
389,31,card_0000_contact,fure_tom_SR0133,fure_tom_SR0133,557,0,,
390,23,card_0000_contact,fure_aka_SR0113,fure_aka_SR0113,558,0,,
391,25,card_0000_contact,fure_roc_SR0113,fure_roc_SR0113,559,0,,
392,33,card_0000_contact,fure_sih_SR0133,fure_sih_SR0133,562,0,,
393,5,card_0000_contact,fure_yay_SR0103,fure_yay_SR0103,564,0,,
394,27,card_0000_contact,fure_say_SR0113,fure_say_SR0113,565,0,,
395,10,card_0000_contact,fure_azu_SR0113,fure_azu_SR0113,568,0,,
396,28,card_0000_contact,fure_ari_SR0113,fure_ari_SR0113,569,0,,
397,41,card_0000_contact,fure_fuk_SR0113,fure_fuk_SR0113,570,0,,
398,46,card_0000_contact,fure_rio_SR0103,fure_rio_SR0103,571,0,,
399,29,card_0000_contact,fure_umi_SR0143,fure_umi_SR0143,629,0,,
400,8,card_0000_contact,fure_tak_SR0103,fure_tak_SR0103,630,0,,
401,10,card_0000_contact,fure_azu_SR0133,fure_azu_SR0133,633,0,,
402,27,card_0000_contact,fure_say_SR0133,fure_say_SR0133,634,0,,
403,28,card_0000_contact,fure_ari_SR0133,fure_ari_SR0133,636,0,,
404,45,card_0000_contact,fure_kar_SR0133,fure_kar_SR0133,637,0,,
405,38,card_0000_contact,fure_chz_SR0123,fure_chz_SR0123,640,0,,
406,40,card_0000_contact,fure_tam_SR0113,fure_tam_SR0113,641,0,,
407,26,card_0000_contact,fure_yur_SR0143,fure_yur_SR0143,642,0,,
408,47,card_0000_contact,fure_sub_SR0123,fure_sub_SR0123,643,0,,
409,48,card_0000_contact,fure_rei_SR0123,fure_rei_SR0123,646,0,,
410,36,card_0000_contact,fure_kan_SR0153,fure_kan_SR0153,647,0,,
411,37,card_0000_contact,fure_nao_SR0133,fure_nao_SR0133,648,0,,
412,35,card_0000_contact,fure_hin_SR0133,fure_hin_SR0133,649,0,,
413,49,card_0000_contact,fure_mom_SR0123,fure_mom_SR0123,652,0,,
414,12,card_0000_contact,fure_mam_SR0133,fure_mam_SR0133,653,0,,
415,9,card_0000_contact,fure_rit_SR0103,fure_rit_SR0103,655,0,,
416,32,card_0000_contact,fure_emi_SR0153,fure_emi_SR0153,656,0,,
417,21,card_0000_contact,fure_mat_SR0133,fure_mat_SR0133,659,0,,
418,50,card_0000_contact,fure_jul_SR0143,fure_jul_SR0143,660,0,,
419,4,card_0000_contact,fure_yuk_SR0133,fure_yuk_SR0133,661,0,,
420,3,card_0000_contact,fure_mik_SR0113,fure_mik_SR0113,662,0,,
421,19,card_0000_contact,fure_min_SR0133,fure_min_SR0133,665,0,,
422,35,card_0000_contact,fure_hin_SR0143,fure_hin_SR0143,666,0,,
423,36,card_0000_contact,fure_kan_SR0163,fure_kan_SR0163,667,0,,
424,48,card_0000_contact,fure_rei_SR0133,fure_rei_SR0133,668,0,,
425,47,card_0000_contact,fure_sub_SR0133,fure_sub_SR0133,671,0,,
426,3,card_0000_contact,fure_mik_SR0133,fure_mik_SR0133,672,0,,
427,45,card_0000_contact,fure_kar_SR0143,fure_kar_SR0143,674,0,,
428,34,card_0000_contact,fure_ayu_SR0143,fure_ayu_SR0143,675,0,,
429,21,card_0000_contact,fure_mat_SR0143,fure_mat_SR0143,679,0,,
430,22,card_0000_contact,fure_ser_SR0143,fure_ser_SR0143,680,0,,
431,49,card_0000_contact,fure_mom_SR0133,fure_mom_SR0133,681,0,,
432,25,card_0000_contact,fure_roc_SR0143,fure_roc_SR0143,682,0,,
433,33,card_0000_contact,fure_sih_SR0163,fure_sih_SR0163,683,0,,
434,26,card_0000_contact,fure_yur_SR0173,fure_yur_SR0173,684,0,,
435,1,card_0000_contact,fure_har_SSR1,fure_har_SSR0034,103,3,thea03_5,DUR01_007
436,14,card_0000_contact,fure_mir_SSR1,fure_mir_SSR1,104,3,thea03_5,DUR01_007
437,15,card_0000_contact,fure_siz_SSR1,fure_siz_SSR1,105,3,thea03_5,DUR01_007
438,16,card_0000_contact,fure_tsu_SSR1,fure_tsu_SSR1,106,3,thea03_5,DUR01_007
439,51,card_0000_contact,fure_tmg_SSR1,fure_tmg_SSR1,107,3,thea03_5,DUR01_007
440,52,card_0000_contact,fure_kao_SSR1,fure_kao_SSR1,108,3,thea03_5,DUR01_007
441,26,card_0000_contact,fure_yur_SSR1,fure_yur_SSR1,109,3,thea03_5,DUR01_007
442,8,card_0000_contact,fure_tak_SSR1,fure_tak_SSR1,110,3,thea03_5,DUR01_007
443,22,card_0000_contact,fure_ser_SSR1,fure_ser_SSR1,115,3,thea03_5,DUR01_007
444,20,card_0000_contact,fure_meg_SSR1,fure_meg_SSR1,118,3,thea03_5,DUR01_007
445,10,card_0000_contact,fure_azu_SSR1,fure_azu_SSR1,119,3,thea03_5,DUR01_007
446,32,card_0000_contact,fure_emi_SSR1,fure_emi_SSR1,121,3,thea03_5,DUR01_007
447,42,card_0000_contact,fure_miy_SSR1,fure_miy_SSR1,126,3,thea03_5,DUR01_007
448,41,card_0000_contact,fure_fuk_SSR1,fure_fuk_SSR1,132,3,thea03_5,DUR01_007
449,13,card_0000_contact,fure_hib_SSR1,fure_hib_SSR1,133,3,thea03_5,DUR01_007
450,50,card_0000_contact,fure_jul_SSR1,fure_jul_SSR1,137,3,thea03_5,DUR01_007
451,36,card_0000_contact,fure_kan_SSR1,fure_kan_SSR1,143,3,thea03_5,DUR01_007
452,19,card_0000_contact,fure_min_SSR0044,fure_min_SSR0044,148,3,thea03_5,DUR01_007
453,7,card_0000_contact,fure_ior_SSR0044,fure_ior_SSR0044,149,3,thea03_5,DUR01_007
454,35,card_0000_contact,fure_hin_SSR0034,fure_hin_SSR0034,151,3,thea03_5,DUR01_007
455,38,card_0000_contact,fure_chz_SSR0034,fure_chz_SSR0034,159,3,thea03_5,DUR01_007
456,33,card_0000_contact,fure_sih_SSR0044,fure_sih_SSR0044,162,3,thea03_5,DUR01_007
457,11,card_0000_contact,fure_ami_SSR0044,fure_ami_SSR0044,163,3,thea03_5,DUR01_007
458,30,card_0000_contact,fure_iku_SSR0044,fure_iku_SSR0044,170,3,thea03_5,DUR01_007
459,40,card_0000_contact,fure_tam_SSR0044,fure_tam_SSR0044,173,3,thea03_5,DUR01_007
460,24,card_0000_contact,fure_ann_SSR0044,fure_ann_SSR0044,178,3,thea03_5,DUR01_007
461,4,card_0000_contact,fure_yuk_SSR0044,fure_yuk_SSR0044,179,3,thea03_5,DUR01_007
462,34,card_0000_contact,fure_ayu_SSR0044,fure_ayu_SSR0044,183,3,thea03_5,DUR01_007
463,27,card_0000_contact,fure_say_SSR0044,fure_say_SSR0044,189,3,thea03_5,DUR01_007
464,51,card_0000_contact,fure_tmg_SSR0054,fure_tmg_SSR0054,194,3,thea03_5,DUR01_007
465,52,card_0000_contact,fure_kao_SSR0054,fure_kao_SSR0054,195,3,thea03_5,DUR01_007
466,37,card_0000_contact,fure_nao_SSR0054,fure_nao_SSR0054,196,3,thea03_5,DUR01_007
467,2,card_0000_contact,fure_chi_SSR0044,fure_chi_SSR0044,197,3,thea03_5,DUR01_007
468,1,card_0000_contact,fure_har_SSR0064,fure_har_SSR0064,204,3,thea03_5,DUR01_007
469,45,card_0000_contact,fure_kar_SSR0044,fure_kar_SSR0044,205,3,thea03_5,DUR01_007
470,47,card_0000_contact,fure_sub_SSR0044,fure_sub_SSR0044,210,3,thea03_5,DUR01_007
471,44,card_0000_contact,fure_miz_SSR0064,fure_miz_SSR0064,213,3,thea03_5,DUR01_007
472,12,card_0000_contact,fure_mam_SSR0044,fure_mam_SSR0044,214,3,thea03_5,DUR01_007
473,8,card_0000_contact,fure_tak_SSR0054,fure_tak_SSR0054,222,3,thea03_5,DUR01_007
474,29,card_0000_contact,fure_umi_SSR0054,fure_umi_SSR0054,223,3,thea03_5,DUR01_007
475,48,card_0000_contact,fure_rei_SSR0054,fure_rei_SSR0054,230,3,thea03_5,DUR01_007
476,39,card_0000_contact,fure_kon_SSR0054,fure_kon_SSR0054,233,3,thea03_5,DUR01_007
477,6,card_0000_contact,fure_mak_SSR0054,fure_mak_SSR0054,234,3,thea03_5,DUR01_007
478,10,card_0000_contact,fure_azu_SSR0064,fure_azu_SSR0064,241,3,thea03_5,DUR01_007
479,49,card_0000_contact,fure_mom_SSR0054,fure_mom_SSR0054,242,3,thea03_5,DUR01_007
480,43,card_0000_contact,fure_nor_SSR0054,fure_nor_SSR0054,247,3,thea03_5,DUR01_007
481,22,card_0000_contact,fure_ser_SSR0054,fure_ser_SSR0054,250,3,thea03_5,DUR01_007
482,32,card_0000_contact,fure_emi_SSR0064,fure_emi_SSR0064,251,3,thea03_5,DUR01_007
483,28,card_0000_contact,fure_ari_SSR0054,fure_ari_SSR0054,252,3,thea03_5,DUR01_007
484,9,card_0000_contact,fure_rit_SSR0064,fure_rit_SSR0064,253,3,thea03_5,DUR01_007
485,13,card_0000_contact,fure_hib_SSR0054,fure_hib_SSR0054,260,3,thea03_5,DUR01_007
486,18,card_0000_contact,fure_ele_SSR0064,fure_ele_SSR0064,261,3,thea03_5,DUR01_007
487,31,card_0000_contact,fure_tom_SSR0054,fure_tom_SSR0054,266,3,thea03_5,DUR01_007
488,46,card_0000_contact,fure_rio_SSR0064,fure_rio_SSR0064,269,3,thea03_5,DUR01_007
489,5,card_0000_contact,fure_yay_SSR0054,fure_yay_SSR0054,270,3,thea03_5,DUR01_007
490,7,card_0000_contact,fure_ior_SSR0064,fure_ior_SSR0064,277,3,thea03_5,DUR01_007
491,21,card_0000_contact,fure_mat_SSR0064,fure_mat_SSR0064,278,3,thea03_5,DUR01_007
492,23,card_0000_contact,fure_aka_SSR0054,fure_aka_SSR0054,283,3,thea03_5,DUR01_007
493,17,card_0000_contact,fure_kth_SSR0054,fure_kth_SSR0054,286,3,thea03_5,DUR01_007
494,3,card_0000_contact,fure_mik_SSR0054,fure_mik_SSR0054,287,3,thea03_5,DUR01_007
495,11,card_0000_contact,fure_ami_SSR0074,fure_ami_SSR0074,291,3,thea03_5,DUR01_007
496,25,card_0000_contact,fure_roc_SSR0054,fure_roc_SSR0054,292,3,thea03_5,DUR01_007
497,37,card_0000_contact,fure_nao_SSR0074,fure_nao_SSR0074,300,3,thea03_5,DUR01_007
498,38,card_0000_contact,fure_chz_SSR0064,fure_chz_SSR0064,306,3,thea03_5,DUR01_007
499,39,card_0000_contact,fure_kon_SSR0074,fure_kon_SSR0074,307,3,thea03_5,DUR01_007
500,4,card_0000_contact,fure_yuk_SSR0084,fure_yuk_SSR0084,361,3,thea03_5,DUR01_007
501,24,card_0000_contact,fure_ann_SSR0074,fure_ann_SSR0074,362,3,thea03_5,DUR01_007
502,20,card_0000_contact,fure_meg_SSR0084,fure_meg_SSR0084,368,3,thea03_5,DUR01_007
503,26,card_0000_contact,fure_yur_SSR0084,fure_yur_SSR0084,369,3,thea03_5,DUR01_007
504,18,card_0000_contact,fure_ele_SSR0084,fure_ele_SSR0084,374,3,thea03_5,DUR01_007
505,33,card_0000_contact,fure_sih_SSR0094,fure_sih_SSR0094,375,3,thea03_5,DUR01_007
506,2,card_0000_contact,fure_chi_SSR0084,fure_chi_SSR0084,379,3,thea03_5,DUR01_007
507,19,card_0000_contact,fure_min_SSR0094,fure_min_SSR0094,380,3,thea03_5,DUR01_007
508,41,card_0000_contact,fure_fuk_SSR0074,fure_fuk_SSR0074,386,3,thea03_5,DUR01_007
509,27,card_0000_contact,fure_say_SSR0084,fure_say_SSR0084,387,3,thea03_5,DUR01_007
510,21,card_0000_contact,fure_mat_SSR0084,fure_mat_SSR0084,391,3,thea03_5,DUR01_007
511,40,card_0000_contact,fure_tam_SSR0074,fure_tam_SSR0074,392,3,thea03_5,DUR01_007
512,12,card_0000_contact,fure_mam_SSR0084,fure_mam_SSR0084,396,3,thea03_5,DUR01_007
513,49,card_0000_contact,fure_mom_SSR0074,fure_mom_SSR0074,397,3,thea03_5,DUR01_007
514,42,card_0000_contact,fure_miy_SSR0084,fure_miy_SSR0084,403,3,thea03_5,DUR01_007
515,46,card_0000_contact,fure_rio_SSR0084,fure_rio_SSR0084,404,3,thea03_5,DUR01_007
516,5,card_0000_contact,fure_yay_SSR0084,fure_yay_SSR0084,408,3,thea03_5,DUR01_007
517,7,card_0000_contact,fure_ior_SSR0084,fure_ior_SSR0084,409,3,thea03_5,DUR01_007
518,34,card_0000_contact,fure_ayu_SSR0084,fure_ayu_SSR0084,410,3,thea03_5,DUR01_007
519,28,card_0000_contact,fure_ari_SSR0084,fure_ari_SSR0084,411,3,thea03_5,DUR01_007
520,6,card_0000_contact,fure_mak_SSR0084,fure_mak_SSR0084,415,3,thea03_5,DUR01_007
521,35,card_0000_contact,fure_hin_SSR0084,fure_hin_SSR0084,416,3,thea03_5,DUR01_007
522,51,card_0000_contact,fure_tmg_SSR0094,fure_tmg_SSR0094,422,3,thea03_5,DUR01_007
523,44,card_0000_contact,fure_miz_SSR0104,fure_miz_SSR0104,423,3,thea03_5,DUR01_007
524,45,card_0000_contact,fure_kar_SSR0094,fure_kar_SSR0094,427,3,thea03_5,DUR01_007
525,31,card_0000_contact,fure_tom_SSR0094,fure_tom_SSR0094,428,3,thea03_5,DUR01_007
526,9,card_0000_contact,fure_rit_SSR0084,fure_rit_SSR0084,432,3,thea03_5,DUR01_007
527,29,card_0000_contact,fure_umi_SSR0104,fure_umi_SSR0104,433,3,thea03_5,DUR01_007
528,25,card_0000_contact,fure_roc_SSR0084,fure_roc_SSR0084,439,3,thea03_5,DUR01_007
529,27,card_0000_contact,fure_say_SSR0094,fure_say_SSR0094,444,3,thea03_5,DUR01_007
530,48,card_0000_contact,fure_rei_SSR0084,fure_rei_SSR0084,445,3,thea03_5,DUR01_007
531,5,card_0000_contact,fure_yay_SSR0094,fure_yay_SSR0094,449,3,thea03_5,DUR01_007
532,38,card_0000_contact,fure_chz_SSR0094,fure_chz_SSR0094,450,3,thea03_5,DUR01_007
533,10,card_0000_contact,fure_azu_SSR0104,fure_azu_SSR0104,456,3,thea03_5,DUR01_007
534,33,card_0000_contact,fure_sih_SSR0114,fure_sih_SSR0114,461,3,thea03_5,DUR01_007
535,36,card_0000_contact,fure_kan_SSR0104,fure_kan_SSR0104,462,3,thea03_5,DUR01_007
536,50,card_0000_contact,fure_jul_SSR0104,fure_jul_SSR0104,463,3,thea03_5,DUR01_007
537,43,card_0000_contact,fure_nor_SSR0094,fure_nor_SSR0094,464,3,thea03_5,DUR01_007
538,3,card_0000_contact,fure_mik_SSR0084,fure_mik_SSR0084,468,3,thea03_5,DUR01_007
539,14,card_0000_contact,fure_mir_SSR0114,fure_mir_SSR0114,469,3,thea03_5,DUR01_007
540,30,card_0000_contact,fure_iku_SSR0104,fure_iku_SSR0104,475,3,thea03_5,DUR01_007
541,23,card_0000_contact,fure_aka_SSR0104,fure_aka_SSR0104,480,3,thea03_5,DUR01_007
542,47,card_0000_contact,fure_sub_SSR0094,fure_sub_SSR0094,481,3,thea03_5,DUR01_007
543,37,card_0000_contact,fure_nao_SSR0114,fure_nao_SSR0114,485,3,thea03_5,DUR01_007
544,39,card_0000_contact,fure_kon_SSR0104,fure_kon_SSR0104,486,3,thea03_5,DUR01_007
545,15,card_0000_contact,fure_siz_SSR0114,fure_siz_SSR0114,492,3,thea03_5,DUR01_007
546,29,card_0000_contact,fure_umi_SSR0124,fure_umi_SSR0124,497,3,thea03_5,DUR01_007
547,11,card_0000_contact,fure_ami_SSR0104,fure_ami_SSR0104,498,3,thea03_5,DUR01_007
548,31,card_0000_contact,fure_tom_SSR0114,fure_tom_SSR0114,502,3,thea03_5,DUR01_007
549,21,card_0000_contact,fure_mat_SSR0114,fure_mat_SSR0114,503,3,thea03_5,DUR01_007
550,42,card_0000_contact,fure_miy_SSR0114,fure_miy_SSR0114,509,3,thea03_5,DUR01_007
551,13,card_0000_contact,fure_hib_SSR0104,fure_hib_SSR0104,514,3,thea03_5,DUR01_007
552,8,card_0000_contact,fure_tak_SSR0094,fure_tak_SSR0094,515,3,thea03_5,DUR01_007
553,3,card_0000_contact,fure_mik_SSR0094,fure_mik_SSR0094,516,3,thea03_5,DUR01_007
554,52,card_0000_contact,fure_kao_SSR0104,fure_kao_SSR0104,519,3,thea03_5,DUR01_007
555,6,card_0000_contact,fure_mak_SSR0094,fure_mak_SSR0094,520,3,thea03_5,DUR01_007
556,49,card_0000_contact,fure_mom_SSR0104,fure_mom_SSR0104,526,3,thea03_5,DUR01_007
557,12,card_0000_contact,fure_mam_SSR0114,fure_mam_SSR0114,527,3,thea03_5,DUR01_007
558,43,card_0000_contact,fure_nor_SSR0114,fure_nor_SSR0114,533,3,thea03_5,DUR01_007
559,25,card_0000_contact,fure_roc_SSR0104,fure_roc_SSR0104,538,3,thea03_5,DUR01_007
560,4,card_0000_contact,fure_yuk_SSR0104,fure_yuk_SSR0104,539,3,thea03_5,DUR01_007
561,36,card_0000_contact,fure_kan_SSR0134,fure_kan_SSR0134,543,3,thea03_5,DUR01_007
562,34,card_0000_contact,fure_ayu_SSR0114,fure_ayu_SSR0114,544,3,thea03_5,DUR01_007
563,22,card_0000_contact,fure_ser_SSR0114,fure_ser_SSR0114,550,3,thea03_5,DUR01_007
564,14,card_0000_contact,fure_mir_SSR0134,fure_mir_SSR0134,555,3,thea03_5,DUR01_007
565,45,card_0000_contact,fure_kar_SSR0114,fure_kar_SSR0114,556,3,thea03_5,DUR01_007
566,35,card_0000_contact,fure_hin_SSR0114,fure_hin_SSR0114,560,3,thea03_5,DUR01_007
567,1,card_0000_contact,fure_har_SSR0114,fure_har_SSR0114,561,3,thea03_5,DUR01_007
568,51,card_0000_contact,fure_tmg_SSR0124,fure_tmg_SSR0124,567,3,thea03_5,DUR01_007
569,17,card_0000_contact,fure_kth_SSR0124,fure_kth_SSR0124,572,3,thea03_5,DUR01_007
570,20,card_0000_contact,fure_meg_SSR0114,fure_meg_SSR0114,573,3,thea03_5,DUR01_007
571,18,card_0000_contact,fure_ele_SSR0124,fure_ele_SSR0124,574,3,thea03_5,DUR01_007
572,16,card_0000_contact,fure_tsu_SSR0144,fure_tsu_SSR0144,627,3,thea03_5,DUR01_007
573,2,card_0000_contact,fure_chi_SSR0124,fure_chi_SSR0124,628,3,thea03_5,DUR01_007
574,46,card_0000_contact,fure_rio_SSR0124,fure_rio_SSR0124,631,3,thea03_5,DUR01_007
575,30,card_0000_contact,fure_iku_SSR0154,fure_iku_SSR0154,632,3,thea03_5,DUR01_007
576,32,card_0000_contact,fure_emi_SSR0144,fure_emi_SSR0144,639,3,thea03_5,DUR01_007
577,44,card_0000_contact,fure_miz_SSR0154,fure_miz_SSR0154,644,3,thea03_5,DUR01_007
578,13,card_0000_contact,fure_hib_SSR0124,fure_hib_SSR0124,645,3,thea03_5,DUR01_007
579,19,card_0000_contact,fure_min_SSR0124,fure_min_SSR0124,650,3,thea03_5,DUR01_007
580,23,card_0000_contact,fure_aka_SSR0134,fure_aka_SSR0134,651,3,thea03_5,DUR01_007
581,24,card_0000_contact,fure_ann_SSR0124,fure_ann_SSR0124,658,3,thea03_5,DUR01_007
582,41,card_0000_contact,fure_fuk_SSR0134,fure_fuk_SSR0134,663,3,thea03_5,DUR01_007
583,17,card_0000_contact,fure_kth_SSR0154,fure_kth_SSR0154,664,3,thea03_5,DUR01_007
584,28,card_0000_contact,fure_ari_SSR0144,fure_ari_SSR0144,669,3,thea03_5,DUR01_007
585,5,card_0000_contact,fure_yay_SSR0124,fure_yay_SSR0124,670,3,thea03_5,DUR01_007
586,13,card_0000_contact,fure_hib_SSR0134,fure_hib_SSR0134,677,3,thea03_5,DUR01_007
587,47,card_0000_contact,fure_sub_SSR0144,fure_sub_SSR0144,678,3,thea03_5,DUR01_007
588,49,card_0000_contact,fure_mom_SSR0144,fure_mom_SSR0144,685,3,thea03_5,DUR01_007
589,30,card_0000_contact,fure_iku_SSR0164,fure_iku_SSR0164,686,3,thea03_5,DUR01_007
590,17,card_0000_contact,fure_kth_SSR0144,fure_kth_SSR0144,9001,3,thea03_5,DUR01_007
591,2,card_0000_contact,fure_chi_SSR0144,fure_chi_SSR0144,9002,3,thea03_5,DUR01_007
592,3,card_0000_contact,fure_mik_SSR0124,fure_mik_SSR0124,9003,3,thea03_5,DUR01_007
593,201,card_0000_contact,fure_201xxx_SR0013,fure_201xxx_SR0013,373,0,,
